critic,fresh,imdb,publication,quote,review_date,rtid,title
Susan Stark,rotten,0116839,Detroit News,,2000-01-01,12839,Lawnmower Man 2: Beyond Cyberspace
Richard Harrington,none,0116839,Washington Post,,2000-01-01,12839,Lawnmower Man 2: Beyond Cyberspace
Andy Seiler,rotten,0116839,USA Today,"Mowing the lawn might be more involving than watching this subpar sci-fi sequel, which manages to be complicated and witless at the same time.",2000-01-01,12839,Lawnmower Man 2: Beyond Cyberspace
Todd McCarthy,none,0114753,Variety,,2009-03-26,12799,Two Bits
Stephen Holden,none,0114753,New York Times,,2003-05-20,12799,Two Bits
Mick LaSalle,none,0114753,San Francisco Chronicle,,2002-06-18,12799,Two Bits
,none,0114753,Los Angeles Times,,2001-02-13,12799,Two Bits
Mike Clark,rotten,0114753,USA Today,"If King of the Hill couldn't draw patrons despite appearing on tons of 10-best lists, what's a comparably themed small-change remembrance gonna do?",2000-01-01,12799,Two Bits
Susan Stark,rotten,0114753,Detroit News,,2000-01-01,12799,Two Bits
James Berardinelli,fresh,0114753,ReelViews,,2000-01-01,12799,Two Bits
,rotten,0114753,Entertainment Weekly,,1995-11-22,12799,Two Bits
Lisa Schwarzbaum,rotten,0115644,Entertainment Weekly,,2011-09-07,11134,Bed of Roses
Brian Lowry,none,0115644,Variety,,2008-11-20,11134,Bed of Roses
,none,0115644,Time Out,,2006-01-26,11134,Bed of Roses
Janet Maslin,none,0115644,New York Times,,2003-05-20,11134,Bed of Roses
Jack Mathews,none,0115644,Los Angeles Times,,2001-02-13,11134,Bed of Roses
Roger Ebert,rotten,0115644,Chicago Sun-Times,,2000-01-01,11134,Bed of Roses
Mike Clark,rotten,0115644,USA Today,"Don't blame the leads, but the movie has less emotional resonance than an old FTD florist commercial with Merlin Olsen.",2000-01-01,11134,Bed of Roses
Joe Baltake,none,0115644,Sacramento Bee,,2000-01-01,11134,Bed of Roses
Mick LaSalle,none,0115644,San Francisco Chronicle,,2000-01-01,11134,Bed of Roses
James Berardinelli,fresh,0115644,ReelViews,,2000-01-01,11134,Bed of Roses
Susan Stark,rotten,0115644,Detroit News,,2000-01-01,11134,Bed of Roses
Hal Hinson,none,0115644,Washington Post,,2000-01-01,11134,Bed of Roses
,rotten,0115644,Entertainment Weekly,,1995-06-01,11134,Bed of Roses
Lisa Schwarzbaum,rotten,0115676,Entertainment Weekly,,2011-09-07,12385,Big Bully
Dennis Harvey,none,0115676,Variety,,2009-03-26,12385,Big Bully
Stephen Holden,none,0115676,New York Times,,2003-05-20,12385,Big Bully
Kevin Thomas,none,0115676,Los Angeles Times,,2001-02-13,12385,Big Bully
Susan Wloszczyna,rotten,0115676,USA Today,A moronic buddy comedy with a fuzzy-wuzzy coating.,2000-01-01,12385,Big Bully
,rotten,0115676,Entertainment Weekly,,1996-01-26,12385,Big Bully
Emanuel Levy,none,0113612,Variety,,2009-03-26,770673265,Last Summer in the Hamptons
Geoff Andrew,none,0113612,Time Out,,2006-06-24,770673265,Last Summer in the Hamptons
Janet Maslin,none,0113612,New York Times,,2003-05-20,770673265,Last Summer in the Hamptons
Kevin Thomas,none,0113612,Los Angeles Times,,2001-02-14,770673265,Last Summer in the Hamptons
Susan Stark,fresh,0113612,Detroit News,,2000-01-01,770673265,Last Summer in the Hamptons
James Berardinelli,fresh,0113612,ReelViews,,2000-01-01,770673265,Last Summer in the Hamptons
Joe Baltake,none,0113612,Sacramento Bee,,2000-01-01,770673265,Last Summer in the Hamptons
Mick LaSalle,none,0113612,San Francisco Chronicle,,2000-01-01,770673265,Last Summer in the Hamptons
Lisa Schwarzbaum,fresh,0112365,Entertainment Weekly,,2011-09-07,14485,Angels and Insects
Todd McCarthy,none,0112365,Variety,,2009-03-26,14485,Angels and Insects
Geoff Andrew,none,0112365,Time Out,,2006-02-09,14485,Angels and Insects
Janet Maslin,none,0112365,New York Times,,2004-08-30,14485,Angels and Insects
Stanley Kauffmann,none,0112365,The New Republic,,2002-10-06,14485,Angels and Insects
Kenneth Turan,none,0112365,Los Angeles Times,,2001-02-13,14485,Angels and Insects
,none,0112365,Houston Chronicle,,2000-01-01,14485,Angels and Insects
Roger Ebert,fresh,0112365,Chicago Sun-Times,,2000-01-01,14485,Angels and Insects
James Berardinelli,fresh,0112365,ReelViews,,2000-01-01,14485,Angels and Insects
Edward Guthmann,none,0112365,San Francisco Chronicle,,2000-01-01,14485,Angels and Insects
Mike Clark,fresh,0112365,USA Today,"No matter what you think this adaptation of A.S. Byatt's novella Morpho Eugenia sounds like, it's better and certainly kinkier than your best parlor-game guess.",2000-01-01,14485,Angels and Insects
Susan Stark,fresh,0112365,Detroit News,,2000-01-01,14485,Angels and Insects
Rita Kempley,none,0112365,Washington Post,,2000-01-01,14485,Angels and Insects
Joe Baltake,none,0112365,Sacramento Bee,,2000-01-01,14485,Angels and Insects
,fresh,0112365,Entertainment Weekly,,1995-06-01,14485,Angels and Insects
Joe Morgenstern,none,0115639,Wall Street Journal,,2011-01-22,13143,Beautiful Girls
Richard Schickel,fresh,0115639,TIME Magazine,Beautiful Girls is always in touch with reality but never drowned in it.,2009-11-27,13143,Beautiful Girls
Todd McCarthy,rotten,0115639,Variety,This startlingly uneventful compendium of thick-headed boy-talk and female tolerance squanders a fine cast on incredibly ordinary characters and situations.,2009-03-26,13143,Beautiful Girls
,fresh,0115639,Time Out,"Women may be unimpressed, but men will squirm with recognition.",2006-01-26,13143,Beautiful Girls
Edward Guthmann,rotten,0115639,San Francisco Chronicle,It's the women who break the monotony of this dudes-in-flux saga...,2002-06-18,13143,Beautiful Girls
Peter Travers,fresh,0115639,Rolling Stone,"In a relationship that skirts bad taste, Hutton and Portman make tender movie magic, giving this big-screen spin on Friends its only moments of true romantic yearning.",2001-05-12,13143,Beautiful Girls
Jack Mathews,rotten,0115639,Los Angeles Times,"The dialogue isn't the only problem with Beautiful Girls. The characters are bad, too.",2001-02-14,13143,Beautiful Girls
Roger Ebert,fresh,0115639,Chicago Sun-Times,What's nicest about the film is the way it treasures the good feelings people can have for one another.,2000-01-01,13143,Beautiful Girls
Rita Kempley,fresh,0115639,Washington Post,"Hutton, understated but not bland for a change, gives his best performance in years.",2000-01-01,13143,Beautiful Girls
Janet Maslin,fresh,0115639,New York Times,"Portman, a budding knockout, is scene-stealingly good even in an overly showy role.",2000-01-01,13143,Beautiful Girls
Desson Thomson,fresh,0115639,Washington Post,"The movie is wry, touching and fun to sit through...",2000-01-01,13143,Beautiful Girls
Jeff Millar,fresh,0115639,Houston Chronicle,"Portman was memorable as the little girl in The Professional, but her work here throws off an eeriness in its revelation of such huge talent in one so young.",2000-01-01,13143,Beautiful Girls
Susan Stark,fresh,0115639,Detroit News,,2000-01-01,13143,Beautiful Girls
James Berardinelli,rotten,0115639,ReelViews,"Borrowing heavily from other, better films, director Ted Demme and screenwriter Scott Rosenberg give each of their male protagonists a case of commitment angst.",2000-01-01,13143,Beautiful Girls
Mike Clark,fresh,0115639,USA Today,"The movie lacks the stature or consistency to be truly beautiful -- but you know, it is kind of cute.",2000-01-01,13143,Beautiful Girls
Lisa Schwarzbaum,rotten,0115639,Entertainment Weekly,"There is absolutely nothing going on in Beautiful Girls that you haven't seen... [in] any other artistic endeavor in which untethered young men and women, bound by geography and fortified by beer, shamble their way toward overdue maturity.",1996-02-09,13143,Beautiful Girls
Owen Gleiberman,rotten,0115759,Entertainment Weekly,,2011-09-07,13733,Broken Arrow
,none,0115759,Time Out,,2006-02-09,13733,Broken Arrow
Mick LaSalle,fresh,0115759,San Francisco Chronicle,,2002-06-18,13733,Broken Arrow
Peter Travers,none,0115759,Rolling Stone,,2001-05-12,13733,Broken Arrow
Kenneth Turan,none,0115759,Los Angeles Times,,2001-02-13,13733,Broken Arrow
James Berardinelli,fresh,0115759,ReelViews,,2000-01-01,13733,Broken Arrow
Susan Stark,rotten,0115759,Detroit News,,2000-01-01,13733,Broken Arrow
Mike Clark,fresh,0115759,USA Today,"Directed with the keen action instincts Woo brought to The Killer, Hard-Boiled and other cult causes from his career in Hong Kong.",2000-01-01,13733,Broken Arrow
Joe Baltake,none,0115759,Sacramento Bee,,2000-01-01,13733,Broken Arrow
,none,0115759,Washington Post,,2000-01-01,13733,Broken Arrow
Janet Maslin,none,0115759,New York Times,,2000-01-01,13733,Broken Arrow
Roger Ebert,rotten,0115759,Chicago Sun-Times,,2000-01-01,13733,Broken Arrow
,rotten,0115759,Entertainment Weekly,,1996-02-09,13733,Broken Arrow
Leonard Klady,rotten,0117102,Variety,"The hip, smart yarn has a bite not seen in American movies since The War of the Roses.",2008-06-26,11643,Mr. Wrong
Mick LaSalle,rotten,0117102,San Francisco Chronicle,A dreadful movie.,2002-06-18,11643,Mr. Wrong
James Berardinelli,rotten,0117102,ReelViews,"This is a romantic comedy parody, but how can you satirize something that's a comedy to begin with? If this motion picture is an example, not only can't it be done, but the result is downright ugly.",2000-01-01,11643,Mr. Wrong
Susan Stark,rotten,0117102,Detroit News,,2000-01-01,11643,Mr. Wrong
Rita Kempley,rotten,0117102,Washington Post,"A sour, listless debunking of romantic comedies.",2000-01-01,11643,Mr. Wrong
Susan Wloszczyna,rotten,0117102,USA Today,"Like its title character, Mr. Wrong doesn't know when to quit.",2000-01-01,11643,Mr. Wrong
Janet Maslin,rotten,0117102,New York Times,"As directed sloppily by Nick Castle, this comedy barely lets its main characters develop, even though either of them could be great fun.",2000-01-01,11643,Mr. Wrong
,rotten,0117102,Entertainment Weekly,"Pullman, who can usually shade a character so subtly between sweetie and sucker, is made to veer manically into jerkhood for no particular reason except that the filmmakers couldn't come up with anything smarter to propel this galumphing caper along.",1996-02-16,11643,Mr. Wrong
Derek Elley,none,0118040,Variety,,2009-03-26,16143,Unforgettable
Geoff Andrew,none,0118040,Time Out,,2006-06-24,16143,Unforgettable
Mick LaSalle,none,0118040,San Francisco Chronicle,,2002-06-18,16143,Unforgettable
Kevin Thomas,none,0118040,Los Angeles Times,,2001-02-13,16143,Unforgettable
Susan Stark,rotten,0118040,Detroit News,,2000-01-01,16143,Unforgettable
Janet Maslin,none,0118040,New York Times,,2000-01-01,16143,Unforgettable
James Berardinelli,rotten,0118040,ReelViews,,2000-01-01,16143,Unforgettable
,none,0118040,Houston Chronicle,,2000-01-01,16143,Unforgettable
Susan Wloszczyna,rotten,0118040,USA Today,A B-grade murder mystery with a sci-fi twist.,2000-01-01,16143,Unforgettable
Roger Ebert,rotten,0118040,Chicago Sun-Times,,2000-01-01,16143,Unforgettable
Godfrey Cheshire,none,0115645,Variety,,2009-03-26,12423,Before and After
,none,0115645,Time Out,,2006-01-26,12423,Before and After
Edward Guthmann,none,0115645,San Francisco Chronicle,,2002-06-18,12423,Before and After
Peter Travers,none,0115645,Rolling Stone,,2001-05-12,12423,Before and After
Jack Mathews,none,0115645,Los Angeles Times,,2001-02-14,12423,Before and After
James Berardinelli,fresh,0115645,ReelViews,,2000-01-01,12423,Before and After
Janet Maslin,none,0115645,New York Times,,2000-01-01,12423,Before and After
Mike Clark,rotten,0115645,USA Today,"Despite Meryl Streep, Liam Neeson and the usually estimable Edward Furlong, this nonevent huffs and puffs to attain even the level of an ordinary motion picture.",2000-01-01,12423,Before and After
Susan Stark,fresh,0115645,Detroit News,,2000-01-01,12423,Before and After
Joe Baltake,none,0115645,Sacramento Bee,,2000-01-01,12423,Before and After
Hal Hinson,none,0115645,Washington Post,,2000-01-01,12423,Before and After
Roger Ebert,rotten,0115645,Chicago Sun-Times,,2000-01-01,12423,Before and After
,rotten,0115645,Entertainment Weekly,,1996-02-23,12423,Before and After
Brendan Kelly,none,0113774,Variety,,2009-03-26,159371762,Margaret's Museum
Derek Adams,none,0113774,Time Out,,2006-02-09,159371762,Margaret's Museum
Jeff Strickler,none,0113774,Minneapolis Star Tribune,,2002-11-06,159371762,Margaret's Museum
Kevin Thomas,none,0113774,Los Angeles Times,,2001-02-14,159371762,Margaret's Museum
Roger Ebert,fresh,0113774,Chicago Sun-Times,,2000-01-01,159371762,Margaret's Museum
Ruthe Stein,none,0113774,San Francisco Chronicle,,2000-01-01,159371762,Margaret's Museum
Janet Maslin,none,0113774,New York Times,,2000-01-01,159371762,Margaret's Museum
Stanley Kauffmann,none,0113774,The New Republic,,2000-01-01,159371762,Margaret's Museum
Todd McCarthy,none,0106473,Variety,,2009-03-26,18756,The Boys of St. Vincent
Janet Maslin,none,0106473,New York Times,,2003-05-20,18756,The Boys of St. Vincent
Peter Stack,none,0106473,San Francisco Chronicle,,2000-01-01,18756,The Boys of St. Vincent
,fresh,0106473,Entertainment Weekly,,1992-01-01,18756,The Boys of St. Vincent
Owen Gleiberman,rotten,0103859,Entertainment Weekly,,2011-09-07,13112,Boomerang
Lawrence Cohn,rotten,0103859,Variety,In Boomerang Eddie Murphy straitjackets himself in an ill-fitting comedy vehicle that's desperately in need of a reality check.,2008-03-18,13112,Boomerang
Jonathan Rosenbaum,fresh,0103859,Chicago Reader,"The general idea is to exploit a certain amount of role reversal, and Reginald Hudlin, who directed House Party, does a fairly good job of making this fun.",2008-03-18,13112,Boomerang
Stephen Garrett,rotten,0103859,Time Out,"The film is far too slick to be ineffective, but its attempts to play with the sex-war theme are often unbelievably crass.",2006-06-24,13112,Boomerang
Janet Maslin,rotten,0103859,New York Times,"There's something paradoxical about the ease he radiates in playing a man who is supposed to be a smashing success. As an underdog, Mr. Murphy worked much harder.",2003-05-20,13112,Boomerang
Peter Travers,rotten,0103859,Rolling Stone,"For all the sex talk in Boomerang, there's very little nudity. The only thing naked is Murphy's vanity.",2001-06-06,13112,Boomerang
